,category,project,company,email,phone,remain_dates,achievement_rate,total_funded,total_supporters
11,여행·레저,"타이벡으로 만든 감성여행지도_(전국,제주,서울,부산)",트라이앵글,triangle-creative@naver.com,01032440505,20일 남음,101%,"1,011,000",106
12,여행·레저,"나도 요트원정대! 한강, 아라뱃길의 요트 체험(feat.인생샷) 놀이!",세일링서울요트클럽,keaton7@gmail.com,01071106681,20일 남음,67%,"670,000",9
13,여행·레저,[앵콜! 평점5] 내셔널지오그래픽 뉴트로 감성 장착한 텐트 캐빈하우스,(주)더네이쳐홀딩스,mijung0714@nglife.co.kr,1588-2906,펀딩성공,22402%,"672,060,500",735
14,여행·레저,"캠핑테이블의 혁명! 루핀으로 캠핑 준비, 1분이면 OK!",주식회사 웰큐,pwrdclee@hanmail.net,0112774416,펀딩성공,18300%,"91,500,000",509
15,여행·레저,넘어지지 않는 초경량 회전 캠핑체어가 내하중이 210kg이나 된다구요?,블루레몬,yearn329@naver.com,0316688114,펀딩성공,18148%,"181,480,400","1,189"
16,여행·레저,[만점앵콜!] 랜턴+스피커가 하나로! 캠핑 갈때 이거 하나면 인싸등극!,유진정밀주식회사,hsmoon@orientclock.com,0314591409,펀딩성공,15856%,"79,281,400",823
17,여행·레저,[ ZERO 2 출시 ] 무게측정 핸들 장착! 더 완벽해진 스마트캐리어,ZERO LUGGAGE (7G),xx7Gxx@GMAIL.COM,02-6989-8247,펀딩성공,14037%,"140,372,500","1,469"
18,여행·레저,[글로벌 판매 10만개] 세면도구 언제까지 다 들고 다녀요?,(주)새한이엔지,sehansales1@gmail.com,07077307958,펀딩성공,11141%,"222,834,000","3,722"
19,여행·레저,(앵콜) [킬리X여행에미치다] 청춘들을 위한 리얼 여행배낭 제작 프로젝트,킬리아웃피터스,kili_korea@naver.com,010-000-0000,펀딩성공,10234%,"511,715,159","3,093"
20,여행·레저,캠핑 별거 아니네?! 이제 쉽게 감성 캠핑 해봐요. | 그라비티 캠프,debroke,manager@debroke.co.kr,070-4036-8532,펀딩성공,9475%,"94,752,000",438
21,여행·레저,스탠리 클래식 포어 오버 커피 드립퍼 머그 세트,시티핸즈캄퍼니,master@hydroworks.co.kr,0260007770,펀딩성공,9393%,"93,931,001","2,460"
22,여행·레저,[5억펀딩] 이게 도난방지 가방이다! 퍼펙트 가드 블랙원 에디션,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,8763%,"87,633,000","1,337"
23,여행·레저,또 USB 잃어버렸어요? 1만원 대로 끝내는 소지품 정리 <블러그-인>,마이너드,minerdkr@gmail.com,01087417236,펀딩성공,8473%,"42,369,519","1,620"
24,여행·레저,"[내셔널지오그래픽] 뉴트로 감성 장착한 텐트, 더 오리지널 캐빈 하우스",(주)더네이쳐홀딩스,mijung0714@nglife.co.kr,1588-2906,펀딩성공,8264%,"247,934,200",400
25,여행·레저,[오두막 면텐트] 48년 캠핑장인 자연과 함께 숨쉬는100% 레트로감성!,코오롱인더스트리(주)Fnc 코오롱스포츠,bangjh76@kolon.com,0236778524,펀딩성공,8188%,"409,420,000",570
26,여행·레저,"3초컷 폴딩 캠핑 화로대, 불멍 더이상 어렵지 않다!",(주)모다컴퍼니,modacom2@naver.com,02-2243-9998,펀딩성공,8183%,"81,830,000",984
27,여행·레저,도난방지 가방의 끝판왕! 퍼펙트 가드 백,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,8134%,"81,341,000","1,027"
28,여행·레저,[누적판매 5만개] 웨이스트백의 종결자 컨스파라 T1,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,7864%,"78,649,004","1,113"
29,여행·레저,"도난 걱정 끝! 안심 여행 시작, 퍼펙트 가드 [제트블랙 에디션]",컨스파라,conspara@naver.com,02-702-2013,펀딩성공,7768%,"77,681,000","1,113"
30,여행·레저,이 구역의 수납왕은 나야! 수납력과 품질 동시에 잡은 [라이제 캐리어],(주)공정뮤토,muto@muto.co.kr,02-336-0528,펀딩성공,7227%,"72,276,000",573
31,여행·레저,스크래치? 파티션? 캐리어 쓰다 불편했던 거 말만 해 [피크 캐리어],(주)공정뮤토,muto@muto.co.kr,02-336-0528,펀딩성공,7134%,"71,343,000",626
32,여행·레저,특허받은 원액션 원목 화로테이블. 실용성과 감성을 모두 담은캠핑 테이블,블루레몬,yearn329@naver.com,0316688114,펀딩성공,7000%,"140,016,000",615
33,여행·레저,음악이 들리는 선글라스 정글 팬써,정글 (Zungle),wadiz@zungleinc.com,　　　　　　　　　,펀딩성공,6422%,"1,284,448,500","7,669"
34,여행·레저,"[퍼펙트가드] 가벼운 편안함, 도난방지의 새로운 시작 MERGER BAG",컨스파라,conspara@naver.com,02-702-2013,펀딩성공,6115%,"61,157,000",898
35,여행·레저,이번 휴가도 줄서서 씻게요? 야외샤워/설거지/세척엔 휴대용 샤워기ㅣ헬리오,(주)엠케이아웃도어,junsu@mkoutdoor.kr,02-389-7141,펀딩성공,6056%,"60,569,000",609
36,여행·레저,[감성 캠핑] 5분만에 완성하는 우리만의 차박 텐트,주식회사 인디카튜닝,travelmuk@naver.com,01091903729,펀딩성공,5964%,"59,644,800",407
37,여행·레저,"[ 퍼펙트 가드 ] 시리즈의 끝판왕, 오랫동안 기다리던 트래블 백팩!",컨스파라,conspara@naver.com,02-702-2013,펀딩성공,5880%,"58,808,000",366
38,여행·레저,내 목을 바른 위치로 돌려놓자! 지친 목에 채우는 바른 자세 <아케넥>,아케소,akeso.mak@gmail.com,031-708-3028,펀딩성공,5809%,"58,093,500","1,288"
39,여행·레저,[ 마지막 앵콜 ] 도난방지 퍼펙트 가드 백,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,5785%,"57,855,500",700
40,여행·레저,프리미엄 스마트 캐리어. 합리적 가격에 당신이 바라던 모든것을 담았습니다,모노폴드,ask@coolfinder.co.kr,070-4255-4395,펀딩성공,5680%,"113,606,000",825
41,여행·레저,소중한 당신의 쪽잠을 위해 [라이 후드 필로우],(주)공정뮤토,muto@muto.co.kr,02-336-0528,펀딩성공,5223%,"26,115,000",847
42,여행·레저,[앵콜] 즐거운 추억을 위하여 - 안전한 여행가방 윈디코너,윈디코너,windycorner@naver.com,070-8615-0768,펀딩성공,5101%,"51,012,000",641
43,여행·레저,[앵콜]2억 신화! 평점4.9! 티루드 캠프스테이션,우드앤번,wnb2015@naver.com,01063798456,펀딩성공,4818%,"144,547,000",718
44,여행·레저,[ ZERO 3 ]무게측정핸들+확장지퍼 적용! 더 완벽해진 스마트 캐리어,7G,xx7Gxx@gmail.com,02-6989-8247,펀딩성공,4817%,"48,174,600",513
45,여행·레저,"양손의 자유로움, 스마트폰 이제 잡지마세요,  셀디 7in1 촬영디바이스",마이포브,jung@mypove.com,01027342735,펀딩성공,4778%,"95,565,600",871
46,여행·레저,즐거운 추억을 위하여 - 안전한 여행가방 윈디코너,윈디코너,windycorner@naver.com,070-8615-0768,펀딩성공,4704%,"47,042,500",660
47,여행·레저,[최초 항공권펀딩] 베트남 달랏 항공권+호텔3박이 40만원대?!,(주)트래블비드,team.travelbid@gmail.com,070-4490-3318,펀딩성공,4540%,"43,590,000",57
48,여행·레저,새로운 캠핑가구의 탄생! 집 안 팎에서 즐기는 감성 캠핑 의자+테이블,커파 하우스,cuppawon@gmail.com,050713521410,펀딩성공,4535%,"22,676,800",115
49,여행·레저,[어디서든 OK]모래가 슉슉 빠지는 신비로운 캠핑 아웃도어 매트&백팩,(주)숀아이비엔엘,zoggs@zoggs.co.kr,07050883892,펀딩성공,4284%,"21,421,800",306
50,여행·레저,우리가 기다린 가장 완벽한 불멍과 요리! 티루드 캠프스테이션!,우드앤번,wnb2015@naver.com,01063798456,펀딩성공,4165%,"208,278,000","1,050"
51,여행·레저,안장통 없는 라이딩의 즐거움! [휴안 PPS안장],휴안,huan71@naver.com,01062360454,펀딩성공,4161%,"46,691,700",387
52,여행·레저,당신에게 블랙이 필요하니까 - 킬리 아웃피터스 BLACK EDITION,킬리 아웃피터스,kili_korea@naver.com,010-2730-5895,펀딩성공,4115%,"205,794,100","1,412"
53,여행·레저,"'우리나라 역사지도' 런칭, 역사를 잊은 민족에게 미래는 없다",주식회사 타블라라사,quiz94@naver.com,01039450116,펀딩성공,4093%,"40,931,750","1,235"
54,여행·레저,[앵콜] 배낭 무게를 줄여주는 3 way 여행 바지 : OMG pants,키트래블,kitravel.corp@gmail.com,010-4343-8398,펀딩성공,4061%,"20,308,000",144
55,여행·레저,[1억앵콜] 작은 창문으로 만들어가는 감성캠핑! 힌트 오리진 하프어넥스,피크닉파트너스,picnicpartners@naver.com,07070060808,펀딩성공,4018%,"120,560,000",116
56,여행·레저,"[퍼펙트가드] 여권, 현금, 신용카드 한번에 도난방지! 트래블 멀티 월렛",컨스파라,conspara@naver.com,02-702-2013,펀딩성공,4007%,"20,037,000",532
57,여행·레저,"[앵콜] 도난 걱정 끝! 안심 여행 시작, 퍼펙트 가드 제트블랙 에디션",컨스파라,conspara@naver.com,02-702-2013,펀딩성공,4001%,"40,012,000",699
58,여행·레저,"여행을 기록하는 도트맵, 줄라이닷츠 한국지도",줄라이웍스,contact.julyworks@gmail.com,02-6409-7070,펀딩성공,3948%,"78,978,801","3,989"
59,여행·레저,[앵콜] 6115% 달성! 도난방지의 새로운 시작 MERGER BAG,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,3918%,"39,183,000",581
60,여행·레저,[감성충만]미니멀 캠핑을 위한 월넛 롤테이블과 버너테이블.,컬,cyberl22@naver.com,031-797-5260,펀딩성공,3782%,"37,821,000",129
61,여행·레저,"★앵콜★[안전+휴대성+디자인]을 모두 겸비한 구명조끼 끝판왕, 제티",DATAFLY COMMERCE INC. ,wildhorn@taenam.co.kr,070-7771-0303,펀딩성공,3687%,"18,436,000",210
62,여행·레저,[16ft가 제안하는 캠프기어] 과거와 현재를 아우르는 텐트 루트베이스,헬버,camping@16ft.co.kr,07041281492,펀딩성공,3562%,"106,865,000",132
63,여행·레저,[ 6만원대 갓성비 캠핑템 ] 탱크처럼 강력한 슈퍼 울트라 캠핑랜턴!,(주)오이알,jwlee@oer.co.kr,0314931799,펀딩성공,3379%,"101,375,890","1,363"
64,여행·레저,캠핑도 이젠 세련되게! 블랙 감성을 입은 [내셔널지오그래픽] 텐트,(주)더네이쳐홀딩스,mijung0714@nglife.co.kr,1588-2906,펀딩성공,3371%,"101,156,400",312
65,여행·레저,구명조끼는 선택이 아닌 필수! 휴대가 편한 포터블 공기 주입식 구명조끼,DATAFLY COMMERCE Inc.,wildhorn@taenam.co.kr,070-7771-0303,펀딩성공,3293%,"32,935,000",394
66,여행·레저,"[1억 앵콜펀딩] 여행갈 때 입는 옷, 몬순자켓 & 고고팬츠 2세대",롯지 (LODGE),lodge_kr@naver.com,01072781233,펀딩성공,3282%,"164,125,000","1,169"
67,여행·레저,[앵콜] 퇴사를 부르는 요상한 여행바지 : OMG 팬츠,키트래블,kitravel@naver.com,010-5120-9295,펀딩성공,3278%,"16,390,000",151
68,여행·레저,"여행을 더 안전하게, 전자소매치기 방지 여행가방 '윈디코너'",윈디코너,windycorner@naver.com,010-5515-0768,펀딩성공,3239%,"32,391,000",557
69,여행·레저,[킬리X여행에미치다] 청춘들을 위한 리얼 여행배낭 제작 프로젝트,킬리아웃피터스,kili@hanmail.net,010-000-0000,펀딩성공,3125%,"156,290,500","1,697"
70,여행·레저,[업그레이드 앵콜] 소중한 쪽잠을 위한 라이 후드 필로우 ver.2,(주)공정뮤토,muto@muto.co.kr,02-336-0528,펀딩성공,3066%,"15,332,000",488
71,여행·레저,"여행을 더욱 안전하게, 전자소매치기 방지 여행가방 '윈디코너'",윈디코너,windycorner@naver.com,010-5515-0768,펀딩성공,3045%,"30,451,000",563
72,여행·레저,"텐트와 내 차를 합체! 차량용 텐트만 30년,전세계가 인정한 NAPIER",성수동 캠핑 클럽,141402@emart.com,02-380-5753,펀딩성공,3024%,"120,678,000",427
73,여행·레저,(실용신안등록)등받이가 베개로 변신? 편안하고 시원한 릴렉~스 캠핑의자,무버먼한국(유),movermanpr@gmail.com,0262070007,펀딩성공,3016%,"15,080,000",160
74,여행·레저,"[4161%앵콜] 안장통을 날려버리는 상쾌한 라이딩, HUAN PPS안장",(주)휴안,huan71@naver.com,15226912,펀딩성공,2909%,"29,090,400",250
75,여행·레저,"2019년 여름을 강타할 스노클링 마스크 끝판왕, SEAVIEW SV2",Datafly Commerce Inc,wildhorn@taenam.co.kr ,070-7771-0303,펀딩성공,2893%,"28,933,000",395
76,여행·레저,[1929%앵콜]ㅣ행백ㅣ여행 인싸템 ! 캐리어 짐 정리 한방에 끝 !,아름다운 컴퍼니,heispjh@gmail.com,1661-5316,펀딩성공,2828%,"28,280,800",703
77,여행·레저,"[앵콜/7,8월] 베트남 달랏 대한항공 직항+호텔(에어텔)",(주)트래블비드,team.travelbid@gmail.com,07044903318,펀딩성공,2664%,"28,243,000",30
78,여행·레저,[앵콜 피크닉파트너스]우리가 원하던 바로 그 텐트! 힌트오리진 어넥스,피크닉파트너스,guigam@naver.com,070 7006 0808,펀딩성공,2659%,"106,391,000",108
79,여행·레저,◈ 당신이 기다리던 바로 그 '러기지' <소울 스마트 하이브리드 러기지>,SOWLE (소울),servicesowle@naver.com,070-8243-1555,펀딩성공,2656%,"13,284,500",103
80,여행·레저,"[4차 펀딩] 여행갈때 입는 옷, 고고팬츠 & 고고티셔츠",롯지,lodge_kr@naver.com,010-7278-1233,펀딩성공,2630%,"131,505,000",944
81,여행·레저,[혁신적 방풍기능 탑재!] 털빠짐 없이 편안한 기능성 캠핑 플리스,(주) 콤포,angie@dlveltex.com,0220390014,펀딩성공,2593%,"12,965,000",148
82,여행·레저,"[3차 펀딩] 여행갈 때 입는 옷, 몬순자켓 & 고고팬츠 2세대",롯지 (김주원),han_pan@naver.com,01098571233,펀딩성공,2558%,"127,936,000",917
83,여행·레저,"운동, 여행, 일상에 편리함과 시원함을 더해줄 반바지 l 액티비티 팬츠",CONDEA,jsg9898@naver.com,010-3242-0438,펀딩성공,2427%,"12,139,600",241
84,여행·레저,추억을 담는 여행지도 트래블홀릭 맵,줄라이웍스,contact.julyworks@gmail.com,010-2756-4138,펀딩성공,2424%,"48,484,000","2,524"
85,여행·레저,"<글로벌15억펀딩> 옷장을 통째로 삼킨 괴물캐리어, 짐싸기는 이제 5초컷",주식회사 지스트,gist2017@naver.com,02-6953-0708,펀딩성공,2417%,"24,174,000",148
86,여행·레저,작은 가방 안에 20가지 기능을 담다! 여행 보조가방 사코슈백,이스트인디고,eastindigo@naver.com,010-5858-0008,펀딩성공,2409%,"24,096,500",549
87,여행·레저,[앵콜!] 또 USB 잃어버렸어요? 1만원 대로 끝내는 소지품 정리!,마이너드,minerdkr@gmail.com,01087417236,펀딩성공,2382%,"23,826,720",917
88,여행·레저,[감성캠핑 로망실현] 장인이 수작업으로 직접 만든 캠핑화목난로 '부뚜막',코오롱인더스트리(주)fnc부문,bangjh76@naver.com,0236778524,펀딩성공,2382%,"476,468,000",693
89,여행·레저,[여행자의 배낭 킬리] 보헤미안 Forest,킬리아웃피터스,kili@daum.net,010-2730-5895,펀딩성공,2375%,"118,782,000",663
90,여행·레저,대박!이런 여행 해봤니? 당일치기 수제 전통주 만들고&시골집밥 힐링 여행,푸디온투어,thk@foodieontours.com,010-9079-7997,펀딩성공,2374%,"11,872,200",91
91,여행·레저,"여행과 일상의 경계를 허무는 가방, 딜럽 유닛백",(주)업드림코리아,cs@updreamkorea.com,070-7739-7739,펀딩성공,2355%,"47,111,000",480
92,여행·레저,"[특별구성]국내여행지도 3종세트, 가이드북을 담은 에이든 여행지도",타블라라사,quiz94@naver.com,010-3945-0116,펀딩성공,2315%,"23,151,400","1,016"
93,여행·레저,쓱쓱~ 긁는 재미가 있는 국내 스크래치 여행 지도,파스텔뮤지엄,info.ssgmap@gmail.com,051-746-8801,펀딩성공,2315%,"11,577,500",433
94,여행·레저,"[여행용 지갑의 끝판왕] 유심까지 완벽하게! 만능 변신지갑, 트레볼레",오르,ohrl.official@gmail.com,010-8546-7747,펀딩성공,2287%,"22,870,000",192
95,여행·레저,킬리의 3번째 프로젝트 <보헤미안 컬러 에디션>,킬리 아웃피터스,kili_korea@naver.com,010-2730-5895,펀딩성공,2226%,"111,304,000",528
96,여행·레저,[앵콜] 비즈트립백팩 - #컨스파라 #출장 #여행,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,2146%,"21,465,000",157
97,여행·레저,[한정수량425개]레투 100% 알루미늄 캐리어 9만원대 가격 실화?!,레투코리아,dts1111@naver.com,07040276020,펀딩성공,2129%,"21,298,000",192
98,여행·레저,[평점만점] 0.5kg 가벼워진 도난방지의 끝! 퍼펙트 가드 백팩 T2,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,2089%,"20,891,000",233
99,여행·레저,｜국내최초｜여행용 '스마트' 세면도구｜ 맞춤형 세면 키트 심플트레블러,코글로브,info@koglobshop.com,070-5015-1123,펀딩성공,2085%,"20,858,000",567
100,여행·레저,"[앵콜/후기확인필수]캠핑테이블의 혁명! 루핀으로 캠핑준비, 1분이면 OK",주식회사  웰큐,pwrdclee@hanmail.net,0315116417,펀딩성공,2082%,"20,828,000",114
101,여행·레저,새차말고 세차! 언제 어디서나 10분만에 세차하는 나노톨프로 카케어,케이스타로지스틱스,dearpearl@hanmail.net,01035496843,펀딩성공,2071%,"20,718,000",504
102,여행·레저,"[모자혁명] 주머니에 넣을 수 있는 플랙서블 모자, 언제어디서나 포캡",(주)서진에프앤아이,admin@zeroilab.com,07077621023,펀딩성공,2066%,"31,001,500",760
103,여행·레저,"세계여행 ""준비 끝"" 올인원 여행용 멀티어댑터 '크리스탈클라우드 '",크리스탈클라우드,info@hankook-global.com,070-7707-1151,펀딩성공,2049%,"20,498,000",525
104,여행·레저,"걸고, 접고, 펴서 쓰는 아웃도어 목베개 ㅡ ""코오 바게트 필로우""",몽류당,mong2@coohsleep.com,02-3402-9457,펀딩성공,2018%,"10,094,000",248
105,여행·레저,스마트폰을 스쿠버 장비로 만드는 혁신적인 악세사리 다이브로이드 미니,다이브로이드(DIVEROID),support@diveroid.com,070-8656-1669,펀딩성공,1994%,"59,846,000",265
106,여행·레저,짐정리 끝판왕! 수납형 캐리어 Bag In Bag '행백',아름다운컴퍼니,ivymily@naver.com,1661-5316,펀딩성공,1929%,"19,294,900",504
107,여행·레저,[가성비 혁신] 스마트폰보다 가벼운 폴딩백팩이 3만원대?,4monster,contact@egarden.co.kr,070-4228-4586,펀딩성공,1830%,"18,304,000",361
108,여행·레저,"[랜턴스피커] 따스한 불빛과 잔잔한 음악, 아웃도어 필수템.",유진정밀주식회사,hsmoon@orientclock.com,031-459-1415,펀딩성공,1766%,"17,662,300",226
109,여행·레저,★앵콜★ 스마트폰보다 가볍고 손바닥보다 작은 폴딩백팩 [4몬스터],4몬스터,contact@egarden.co.kr,070-4228-4586,펀딩성공,1739%,"8,699,500",182
110,여행·레저,디스커버 제주 탐사대원 모집,(주)디스커버 제주,admin@discover-jeju.com,050-5558-3838,펀딩성공,1731%,"17,314,800",182
111,여행·레저,스포츠 모빌리티엔 스위치 글라스! '도수 클립' 서포터 요구를 앵콜로!,모노마노,lavia1122@naver.com,07088401122,펀딩성공,1717%,"8,586,000",93
112,여행·레저,이게 진짜 차박텐트! 언제 어디서나 감성과 실용을 겸비한 #울프라운치,아프로비에이 주식회사,simon@afroba.co.kr,07040063828,펀딩성공,1706%,"17,061,000",84
113,여행·레저,[업그레이드앵콜] 에이든 여행지도로 휴가계획 쉽게 세우세요-전국/세계지도,에이든 여행지도,quiz94@naver.com,010-3945-0116,펀딩성공,1700%,"17,007,415",683
114,여행·레저,여행자를 위한 200g의 초경량 백팩,ZEEgo 지고,zeegokorea@gmail.com,050-6753-2105,펀딩성공,1693%,"8,469,000",176
115,여행·레저,[캠핑요리끝] 오븐+상판요리+불멍+난로까지 한 번에? 꿈의 캠핑 커밍쑨~,주식회사 제이앤아이,amorfos@naver.com,010-6586-2507,펀딩성공,1673%,"16,732,250",57
116,여행·레저,[4.8앵콜] 힐링 감성 캠핑을 위한 뽀송뽀송 샌드프리 캠핑/비치 매트,숀아이비엔엘(주),leeh@zoggs.co.kr,07050883892,펀딩성공,1653%,"8,267,000",131
117,여행·레저,3분컷 설치! 간편한 ONE POLE MINI TARP로 아웃도어 완성!,피에이씨코리아,cs_pac@outlook.kr,07041373014,펀딩성공,1649%,"8,246,000",85
118,여행·레저,"양손은 가볍게 소풍은 즐겁게, 내셔널지오그래픽 그늘막 텐트",내셔널지오그래픽,mijung0714@nglife.co.kr,0215882906,펀딩성공,1641%,"32,827,900",420
119,여행·레저,"[6차펀딩] 여행갈 때 입는 옷, 고고팬츠 3세대 & 벨라나시, 벨로셔츠",롯지 ,lodge_kr@naver.com,+821072781233,펀딩성공,1639%,"81,993,000",643
120,여행·레저,[이런지도는없다] 여행콘텐츠 전문 팀이 만든 세계여행지도,(주)타블라라사,quiz94@naver.com,010-3945-0116,펀딩성공,1631%,"16,317,300",552
121,여행·레저,제주에 나의 과수원이 생긴다고? #과수원공유프로젝트 #당신의과수원,당신의과수원,yourfarm2018@gmail.com,064-799-9333,펀딩성공,1618%,"16,180,000",203
122,여행·레저,"[앵콜/아코디언 트래블 파우치] 여행 짐 정리, 2초 만 뚝딱! 백팩용",베드메이트유(주),contact@bedmate-u.com,02-6251-2050,펀딩성공,1605%,"16,056,000",457
123,여행·레저,[3782%앵콜]감성충만 미니멀 캠핑을 위한 월넛 롤테이블과 버너테이블.,컬(curl),cyberl22@naver.com,01038955260,펀딩성공,1601%,"16,012,250",57
124,여행·레저,90개 한정펀딩ㅣ5분이면 완성되는 나만의 공간ㅣ캡슐형 차박텐트 [카슐],(주)복조물산,bj2757@naver.com,051-261-261,펀딩성공,1552%,"23,292,000",74
125,여행·레저,감성으로 캠핑을 업그레이드할 시간 l 감성이 솔솔~ 감성캠핑 우드체어,다율나무팩토리,chaalslee@naver.com,01099854987,펀딩성공,1533%,"7,669,000",38
126,여행·레저,"[4.6점 앵콜] 지갑1켠에 7가지 기능을 담다, 7 in 1 오거나이져",롱테일컴퍼니,josh_jeon@longtailcompany.com,07088067770,펀딩성공,1501%,"15,018,620",393
127,여행·레저,"더워도 괜찮아, 시원한 쿨링 밴드!",폭염으로부터 당신을 지키는 스타트업 : 레오랩,info@leolabstore.com,050-6886-0505,펀딩성공,1485%,"14,855,000",314
128,여행·레저,"가성비 중의 갑, 침낭의 갑성비 <네이키드구스 페더라이트 슬리핑백>",주식회사 위스트,kimssk79@gmail.com,070-4006-0811,펀딩성공,1455%,"29,105,100",214
129,여행·레저,그저 그런 흔한 가방이 아닙니다 - 비즈트립백팩 입니다,컨스파라,conspara@naver.com,02-702-2013,펀딩성공,1452%,"29,051,000",191
130,여행·레저,"[2차앵콜/아코디언 트래블 파우치] 여행 짐 정리, 2초 만 뚝딱 백팩용",베드메이트유,contact@bedmate-u.com,02-6251-2050,펀딩성공,1416%,"14,165,800",400
131,여행·레저,"에이든 국내여행 가이드북, 여행계획 시간을 절약해줄 필수 아이템",(주)타블라라사,quiz94@naver.com,01039450116,펀딩성공,1409%,"14,094,220",879
132,여행·레저,"여행필수품 ""트래블백 버디"" 와디즈 단독 선공개! 신속 간편 안전 안심.",Wimi Corporation,magooa@hanmail.net,010-5587-6541,펀딩성공,1401%,"7,009,600",147
133,여행·레저,한 가지 용도로 활용되는 것을 거부한다. 미니멀 아웃도어 레포츠 가방,코지박스,customer@cozyboxs.com,02.866.7040,펀딩성공,1387%,"13,870,000",243
134,여행·레저,[월동 준비 끝] 일상 + 아웃도어 룩 모두 단번에 해결! 플리스 셋업,아일랜드 리서치,official.islandresearch@gmail.com,062-233-2569,펀딩성공,1375%,"6,877,000",61
135,여행·레저,포토그래퍼를 위한 진짜 카메라 백팩 by Shimoda,주식회사 벤로코리아,benroasia@gmail.com,02-775-6681,펀딩성공,1368%,"13,685,000",47
136,여행·레저,세계지도 제대로 보기 프로젝트,트라이앵글,triangle-creative@naver.com,01032440505,펀딩성공,1352%,"13,528,401",750
137,여행·레저,[11억앵콜] 국내No.1여행배낭의 베스트가 만났다! NEW 컬러에디션,킬리 아웃피터스,kili@hanmail.net,01027305895,펀딩성공,1340%,"67,012,000",297
138,여행·레저,비즈니스 여행을 가는 당신을 위한 정장가방,투팩(TWOPACK),helps@hanashop.com,1644-8045,펀딩성공,1336%,"6,682,000",119
139,여행·레저,"2천명이 예약한 40L 배낭이 온다, 엠비치오넴",엠비치오넴,whywhyconnect@gmail.com,,펀딩성공,1318%,"65,921,001",262
140,여행·레저,물에서 나의 물건과 안전을 지키는 가장 확실한 방법 [포세이돈 세이프팩],모노폴드,ask@coolfinder.co.kr,070-4255-4395,펀딩성공,1316%,"13,163,000",638
141,여행·레저,세상에 없던 트랜스포머 스토브! 티루드 랜드마크!,우드앤번,wnb2015@naver.com,010-6379-8456,펀딩성공,1305%,"65,252,800",265
142,여행·레저,"[앵콜] 여행필수품 ""트래블백 버디"" 간편, 안전, 안심 신박템!",Wimi Corporation,magooa@hanmail.net,010-5587-6541,펀딩성공,1266%,"6,330,600",146
143,여행·레저,자동차 빈 공간을 슬기롭게 활용하게 해 줄 뒷좌석 정리함,토이조이,mdrg.twide@gmail.com,07082675574,펀딩성공,1242%,"12,422,000",186
144,여행·레저,이 제품 실화냐? 모기쫓는#특수원단  PK버그가드,프라이스코리아,ksi1207@hanmail.net,031-919-4931,펀딩성공,1240%,"24,807,600",665
145,여행·레저,"[6억 앵콜] 여행갈 때 입는 옷, 고고팬츠 2세대",롯지 (LODGE),lodge_kr@naver.com,01072781233,펀딩성공,1228%,"61,434,000",560
